" Población Total por Edades y Sexo"

"FECHA","1996",,,"1998",,,"1999",,,"2000",,,"2001",,,"2002",,,"2003",,,"2004",,,"2005",,,"2006",,,"2007",,,"2008",,,"2009",,,"2010",,,"2011",,,"2012",,,"2013",,,
"SEXO","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL","VARON","MUJER","TOTAL",
,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION,POBLACION
EDAD,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum,Sum
"  39",17853.871729,16517.216435,34371.088164,18525.652837,17495.886446,36021.539283,19048.837324,17929.485412,36978.322736,19401.678099,18509.023055,37910.701154,19141.136754,18116.756135,37257.892889,19235.780254,18602.450163,37838.230417,       19880,       18568,       38448,       19931,       19721,       39652,       19990,       19245,       39235,       19690,       18981,       38671,       19972,       19171,       39143,       20174,       19009,       39183,       20456,       19034,       39490,       19862,       18825,       38687,       20207,       18644,       38851,       19713,       18615,       38328,       19417,       18337,       37754
"  40",17640.542044,15848.560096,33489.102141,18299.729874,17425.141867, 35724.87174,18549.720006,17494.062513,36043.782518,19103.342488,18030.291526,37133.634013,19467.004702, 18517.81954,37984.824243,19292.626179,18225.406456,37518.032635,       19411,       18683,       38094,       20005,       18644,       38649,       20131,       19876,       40007,       20123,       19342,       39465,       19795,       19037,       38832,       20406,       19427,       39833,       20226,       19193,       39419,       20365,       19124,       39489,       19848,       18837,       38685,       20100,       18647,       38747,       19500,       18509,       38009
"  41",16573.168881,15066.091918,31639.260799,17784.038753, 16478.57477,34262.613523,18319.520234,17469.901989,35789.422223,18627.047997,17529.844413, 36156.89241,19228.979061,18030.601812,37259.580873,19620.655698,18653.547861,38274.203559,       19426,       18384,       37810,       19453,       18820,       38273,       20227,       18801,       39028,       20286,       20058,       40344,       20274,       19406,       39680,       20118,       19254,       39372,       20485,       19500,       39985,       20149,       19200,       39349,       20333,       19153,       39486,       19723,       18803,       38526,       19860,       18501,       38361
"  42",16343.588989,14912.496175,31256.085164,17246.949248,15614.526888,32861.476136,17825.551239,16515.068118,34340.619357,18393.717291,17462.399948,35856.117239,18727.601177,17554.551038,36282.152216,19375.602526,18128.247054, 37503.84958,       19787,       18771,       38558,       19562,       18462,       38024,       19653,       18962,       38615,       20369,       18925,       39294,       20413,       20148,       40561,       20528,       19616,       40144,       20123,       19342,       39465,       20468,       19520,       39988,       20117,       19235,       39352,       20275,       19148,       39423,       19434,       18724,       38158
"  43", 16486.25814,14493.970519,30980.228659,16299.177886,14877.831512,31177.009397,17227.066438,15630.232079,32857.298517,17912.139894,16566.619849,34478.759743,18494.562945,17487.374014,35981.936959,18822.319124,17641.218773,36463.537897,       19519,       18224,       37743,       19892,       18804,       38696,       19748,       18613,       38361,       19812,       19085,       38897,       20491,       18990,       39481,       20714,       20335,       41049,       20559,       19716,       40275,       20093,       19336,       39429,       20440,       19598,       40038,       20007,       19226,       39233,       20024,       19040,       39064
"  44",15344.768775,13848.698455,29193.467231,16374.802554,14754.614963,31129.417516,16413.332659,14870.831944,31284.164603,17283.677031,15635.359922,32919.036953,18011.187157,16619.037533, 34630.22469,18658.383504,17595.036232,36253.419736,       18944,       17755,       36699,       19586,       18310,       37896,       20038,       18934,       38972,       19853,       18647,       38500,       19906,       19128,       39034,       20832,       19185,       40017,       20765,       20400,       41165,       20493,       19701,       40194,       20072,       19345,       39417,       20390,       19575,       39965,       19769,       19117,       38886
"  45",15747.302745,14302.683972,30049.986717,16298.235427,14457.601123,30755.836551,16447.668584,14828.171956, 31275.84054,16385.401344,14860.947834,31246.349179,17308.208012,15693.968425,33002.176437,18083.186777,16668.840836,34752.027613,       18751,       17752,       36503,       19023,       17821,       36844,       19712,       18421,       38133,       20160,       19047,       39207,       19961,       18666,       38627,       20150,       19363,       39513,       20847,       19216,       40063,       20697,       20400,       41097,       20495,       19746,       40241,       20009,       19371,       39380,       20187,       19463,       39650
"  46",15253.621427,14523.705118,29777.326545,15114.941355,13693.330601,28808.271956,16291.988438,14554.197861,30846.186299,16425.918717,14807.654232,31233.572949,16429.830904,14897.836419,31327.667323,17359.071297,15736.907682,33095.978979,       18155,       16739,       34894,       18769,       17821,       36590,       19124,       17960,       37084,       19812,       18510,       38322,       20196,       19152,       39348,       20245,       18807,       39052,       20143,       19416,       39559,       20803,       19219,       40022,       20671,       20436,       41107,       20424,       19714,       40138,       19762,       19247,       39009
"  47",15655.175851,14642.600693,30297.776544,15365.873305,14234.693329,29600.566634,15171.714335, 13761.58349,28933.297826,16278.066885,14523.259553,30801.326438,16439.826158,14839.630342,  31279.4565,16508.019565,14949.727712,31457.747277,       17454,       15865,       33319,       18221,       16803,       35024,       18929,       17938,       36867,       19193,       18049,       37242,       19896,       18571,       38467,       20415,       19288,       39703,       20298,       18883,       39181,       20106,       19428,       39534,       20766,       19280,       40046,       20625,       20358,       40983,       20228,       19622,       39850
"  48",15806.404377, 14610.74942,30417.153797,15259.110175,14618.375688,29877.485863,15401.888247,14317.706486,29719.594734,15151.958813,13756.084159,28908.042971,16282.789214,14550.639623,30833.428837,16483.920699,14884.717428,31368.638127,       16552,       15003,       31555,       17460,       15944,       33404,       18325,       16901,       35226,       19008,       18026,       37034,       19248,       18052,       37300,       20168,       18699,       38867,       20431,       19355,       39786,       20261,       18890,       39151,       20105,       19423,       39528,       20692,       19233,       39925,       20443,       20244,       40687
"  49",13686.890452,13100.635611,26787.526064,16417.773642,15027.233039,31445.006681,15294.675862, 14671.02621,29965.702072,15332.311061,14273.110956,29605.422017,15165.483705,13774.558503,28940.042208,16273.914431,14524.614588,30798.529019,       16530,       14944,       31474,       16583,       15053,       31636,       17522,       16005,       33527,       18407,       16946,       35353,       19060,       18090,       37150,       19483,       18181,       37664,       20137,       18730,       38867,       20293,       19353,       39646,       20225,       18905,       39130,       20051,       19408,       39459,       20452,       19207,       39659
"  50",14667.901967,14406.681667,29074.583634,14384.965119,13591.466945,27976.432064,16446.931675,15089.031274,31535.962949,15212.344837,14640.139686,29852.484523,15389.710936,14302.774343, 29692.48528,15168.756847,13806.606875,28975.363722,       16294,       14566,       30860,       16577,       15014,       31591,       16644,       15138,       31782,       17537,       16046,       33583,       18437,       17009,       35446,       19158,       18184,       37342,       19492,       18208,       37700,       20047,       18742,       38789,       20251,       19373,       39624,       20133,       18892,       39025,       19836,       19343,       39179
"  51",14590.232239,14162.885452,28753.117691,13884.862711,13415.962789,  27300.8255,14458.810166,13684.945593,28143.755759,16363.720934,15026.837553,31390.558487,15243.608905,14664.900156, 29908.50906,15384.842943,14346.845978,29731.688921,       15208,       13882,       29090,       16329,       14647,       30976,       16611,       15136,       31747,       16697,       15155,       31852,       17555,       16087,       33642,       18566,       17144,       35710,       19122,       18216,       37338,       19446,       18208,       37654,       19996,       18793,       38789,       20157,       19358,       39515,       19967,       18807,       38774
"  52",14675.486009,14117.166811, 28792.65282,14783.530002,14629.721465,29413.251467,13915.226473, 13486.07558,27401.302053,14405.362038,13633.923776,28039.285814,16377.874734,15042.051867,31419.926602,15220.840736,14674.784274, 29895.62501,       15395,       14406,       29801,       15186,       13950,       29136,       16349,       14714,       31063,       16587,       15182,       31769,       16726,       15206,       31932,       17662,       16201,       33863,       18511,       17144,       35655,       19044,       18209,       37253,       19392,       18245,       37637,       19893,       18733,       38626,       19958,       19258,       39216
"  53",13707.048677,13535.347236,27242.395914,14287.578846,13808.244728,28095.823574, 14855.78754,14723.332202,29579.119743,13831.675516,13497.131969,27328.807485,14418.537389, 13655.72449,28074.261879,16336.914644,15056.910253,31393.824897,       15223,       14722,       29945,       15395,       14425,       29820,       15183,       14002,       29185,       16379,       14787,       31166,       16567,       15233,       31800,       16808,       15314,       32122,       17628,       16190,       33818,       18415,       17123,       35538,       19000,       18214,       37214,       19296,       18213,       37509,       19685,       18666,       38351
"  54",   11885.481, 11912.14035, 23797.62135, 14401.07815,14005.218354,28406.296504,14306.595447,13916.201804,28222.797251,14771.559258,14632.957596,29404.516854,13809.506856,13508.853142,27318.359998,14413.703231,13634.827981,28048.531212,       16362,       15121,       31483,       15216,       14767,       29983,       15430,       14513,       29943,       15190,       14037,       29227,       16372,       14827,       31199,       16625,       15294,       31919,       16724,       15358,       32082,       17545,       16174,       33719,       18388,       17118,       35506,       18879,       18168,       37047,       19131,       18115,       37246
"  55",12927.946249,  13211.3419,26139.288149,12738.344534, 12731.74134,25470.085874,14468.567547,14112.414408,28580.981955,14202.226348,13857.585047,28059.811396,14754.801225,14656.073157,29410.874382,13774.719336,13512.822839,27287.542175,       14428,       13624,       28052,       16319,       15113,       31432,       15197,       14832,       30029,       15378,       14518,       29896,       15195,       14055,       29250,       16433,       14914,       31347,       16621,       15308,       31929,       16629,       15361,       31990,       17481,       16178,       33659,       18275,       17100,       35375,       18702,       18092,       36794
"  56",11550.047098,11932.215931,23482.263028,12084.998744,12132.858116, 24217.85686,12767.191991,12819.146629, 25586.33862,14395.200057,14081.798555,28476.998611,14190.644773,13867.925682,28058.570454,14705.952038,14668.059371,29374.011409,       13758,       13570,       27328,       14388,       13666,       28054,       16292,       15179,       31471,       15213,       14890,       30103,       15331,       14523,       29854,       15236,       14133,       29369,       16379,       14963,       31342,       16537,       15284,       31821,       16561,       15373,       31934,       17376,       16139,       33515,       18108,       17008,       35116
"  57",10544.133616,10923.105022,21467.238637,13519.701372,13920.956026,27440.657397,12138.476745,12202.375872,24340.852617,12618.910182,12769.268741,25388.178923,14346.851688,14072.094609,28418.946296,14131.870282,13862.964244,27994.834526,       14671,       14717,       29388,       13686,       13597,       27283,       14324,       13684,       28008,       16267,       15225,       31492,       15157,       14915,       30072,       15357,       14526,       29883,       15204,       14134,       29338,       16264,       14913,       31177,       16460,       15291,       31751,       16470,       15310,       31780,       17195,       16030,       33225
"  58",11421.437759,11943.023824,23364.461582,10032.249901,10462.845614,20495.095515,13551.783441,14041.385863,27593.169304,12078.548518,12127.464279,24206.012797,12606.564603,12774.770253,25381.334857, 14279.02215,14066.074797,28345.096947,       14102,       13928,       28030,       14650,       14758,       29408,       13667,       13616,       27283,       14274,       13727,       28001,       16228,       15250,       31478,       15160,       14986,       30146,       15258,       14528,       29786,       15143,       14098,       29241,       16189,       14938,       31127,       16350,       15247,       31597,       16289,       15236,       31525
"  59",14741.537887,15863.266688,30604.804575,10646.715116,11072.153782,21718.868898,10049.700377,10527.976069,20577.676446,13433.067275,14009.399265,27442.466539,12064.408933,12135.859163,24200.268096,12540.760138,12715.907682, 25256.66782,       14251,       14120,       28371,       14038,       13952,       27990,       14583,       14782,       29365,       13634,       13636,       27270,       14258,       13787,       28045,       16161,       15302,       31463,       15112,       14986,       30098,       15204,       14503,       29707,       15075,       14105,       29180,       16013,       14911,       30924,       16154,       15154,       31308
"  60",14814.292619,15896.432351, 30710.72497,12232.984208,12926.134578,25159.118786,10658.640038,11198.763469,21857.403506,9964.5737407,10458.623246,20423.196987,13380.817205,14011.154402,27391.971606,12004.699871,12162.946247,24167.646118,       12520,       12754,       25274,       14186,       14136,       28322,       14054,       14003,       28057,       14544,       14805,       29349,       13578,       13640,       27218,       14219,       13824,       28043,       16051,       15273,       31324,       15026,       15026,       30052,       15157,       14549,       29706,       14972,       14041,       29013,       15852,       14836,       30688
"  61",14723.438756,15693.646677,30417.085433,15137.461896,16486.640099,31624.101995,12295.926837,13034.263164,25330.190001, 10605.36274,11146.258164,21751.620904,9918.0626104,10472.524763,20390.587373,13342.929439, 13993.18535,27336.114789,       12000,       12189,       24189,       12491,       12759,       25250,       14191,       14195,       28386,       14075,       14033,       28108,       14525,       14822,       29347,       13575,       13685,       27260,       14165,       13857,       28022,       15975,       15270,       31245,       14988,       15038,       30026,       15060,       14523,       29583,       14802,       13997,       28799
"  62",15348.350724,16307.903723,31656.254447,14402.531582,15542.498008, 29945.02959,15158.170763,16606.105252,31764.276015,12174.830562, 12989.50229,25164.332852, 10566.36408,11141.796587,21708.160667,9837.4824949,10447.817697,20285.300192,       13264,       14036,       27300,       11914,       12208,       24122,       12451,       12792,       25243,       14156,       14230,       28386,       13989,       14065,       28054,       14474,       14849,       29323,       13495,       13676,       27171,       14080,       13850,       27930,       15906,       15288,       31194,       14873,       14996,       29869,       14879,       14451,       29330
"  63",15486.901017,16573.434787,32060.335804,14724.763468,15822.771174,30547.534642,14421.018416,15617.673306,30038.691723,14952.946626,16505.569733,31458.516359,12122.831523,12968.279271,25091.110794,10494.583076,11121.848549,21616.431625,        9780,       10461,       20241,       13200,       14027,       27227,       11866,       12257,       24123,       12396,       12856,       25252,       14073,       14229,       28302,       13915,       14047,       27962,       14341,       14789,       29130,       13390,       13651,       27041,       14011,       13867,       27878,       15765,       15243,       31008,       14724,       14906,       29630
"  64",15298.267477,16278.298983,31576.566461,14981.556379,16096.354344,31077.910723,14767.185069,15935.036001, 30702.22107,14232.977776,15474.770804, 29707.74858,14883.550378,16464.192028,31347.742406,11984.895684,12913.231628,24898.127312,       10445,       11103,       21548,        9728,       10455,       20183,       13149,       14003,       27152,       11809,       12264,       24073,       12329,       12822,       25151,       13988,       14244,       28232,       13787,       14014,       27801,       14231,       14759,       28990,       13315,       13640,       26955,       13917,       13809,       27726,       15546,       15125,       30671
"  65",15701.409823,17222.098853,32923.508676,15440.308229,16713.824753,32154.132982,14996.326556,16216.356905,31212.683461,14600.626884,15810.504898,30411.131781,14163.475065,15460.036319,29623.511384,14750.323316,16406.846097,31157.169413,       11938,       12985,       24923,       10404,       11118,       21522,        9688,       10470,       20158,       13132,       14015,       27147,       11769,       12254,       24023,       12283,       12829,       25112,       13894,       14281,       28175,       13718,       14037,       27755,       14136,       14782,       28918,       13189,       13588,       26777,       13757,       13732,       27489
"  66",14588.637094,16328.292955,30916.930049,14847.914474,16042.117071,30890.031545,15422.155093,16803.855824,32226.010918,14780.466902,16080.031755,30860.498658,14471.418807,15761.925796,30233.344604,14009.342093,15393.761254,29403.103347,       14634,       16400,       31034,       11841,       12970,       24811,       10365,       11107,       21472,        9634,       10462,       20096,       13088,       13990,       27078,       11661,       12246,       23907,       12155,       12823,       24978,       13782,       14254,       28036,       13583,       14035,       27618,       13991,       14733,       28724,       13026,       13487,       26513
"  67",14886.377996,16137.987373,31024.365369,15092.107253,16791.086714,31883.193966,14806.053324,16135.986818,30942.040143,15147.630368,16653.117485,31800.747852,14610.656858,15991.079621,30601.736479,14257.216793,15684.655843,29941.872636,       13878,       15310,       29188,       14491,       16353,       30844,       11709,       12939,       24648,       10233,       11072,       21305,        9533,       10441,       19974,       12942,       13952,       26894,       11498,       12232,       23730,       12044,       12775,       24819,       13690,       14203,       27893,       13456,       13937,       27393,       13803,       14602,       28405
"  68", 13848.16063,15990.985484,29839.146114,13886.251441, 15769.70427,29655.955712,14992.845387,16871.571704,31864.417091,14512.415916,15955.141552,30467.557467,14970.623914,16567.053847, 31537.67776,14401.439771,15905.753541,30307.193312,       14071,       15612,       29683,       13687,       15261,       28948,       14349,       16326,       30675,       11572,       12902,       24474,       10131,       11030,       21161,        9405,       10382,       19787,       12733,       13932,       26665,       11353,       12203,       23556,       11923,       12726,       24649,       13514,       14099,       27613,       13286,       13837,       27123
"  69",14196.003143,16374.506701,30570.509844,14363.714166,16278.372953,30642.087119,13795.040047,15812.599876,29607.639923,14650.487533,16656.749016,31307.236549,14277.600075, 15907.06326,30184.663335,14684.420885,16447.748399,31132.169284,       14193,       15836,       30029,       13830,       15538,       29368,       13469,       15214,       28683,       14127,       16246,       30373,       11360,       12814,       24174,       10000,       10988,       20988,        9225,       10314,       19539,       12522,       13841,       26363,       11229,       12181,       23410,       11733,       12650,       24383,       13230,       13978,       27208
"  70",13202.622401,15112.974415,28315.596816,13233.675048,15433.432048,28667.107096,14205.540353,16309.904711,30515.445063,13441.600199,15607.003183,29048.603382,14400.700389,16542.391626,30943.092015,14018.414326,15771.784393,29790.198719,       14447,       16346,       30793,       13986,       15729,       29715,       13602,       15483,       29085,       13291,       15162,       28453,       13902,       16123,       30025,       11220,       12731,       23951,        9829,       10960,       20789,        9083,       10231,       19314,       12337,       13802,       26139,       11069,       12089,       23158,       11531,       12524,       24055
"  71",13021.175019,15466.952941, 28488.12796,13590.013172,15891.904534,29481.917706,13140.424494,15462.386958,28602.811452,13813.578114,16080.127219,29893.705333,13200.405227,15469.000383, 28669.40561,14052.359278,16380.866665,30433.225943,       13777,       15660,       29437,       14196,       16247,       30443,       13697,       15620,       29317,       13374,       15393,       28767,       13021,       15010,       28031,       13621,       16002,       29623,       11054,       12651,       23705,        9644,       10907,       20551,        8930,       10178,       19108,       12116,       13646,       25762,       10841,       12002,       22843
"  72",12752.828076,15235.904714, 27988.73279,12405.432865,14854.722747,27260.155612,13403.085155,15852.220526,29255.305681,12737.662638, 15198.45633,27936.118968,13511.367663,15920.165071,29431.532734,12853.176657,15257.738115,28110.914772,       13720,       16204,       29924,       13519,       15518,       29037,       13887,       16112,       29999,       13423,       15478,       28901,       13058,       15268,       28326,       12776,       14868,       27644,       13267,       15821,       29088,       10802,       12530,       23332,        9493,       10838,       20331,        8745,       10088,       18833,       11849,       13514,       25363
"  73",12184.546629, 14745.74398,26930.290609,12155.002239,14765.718832,26920.721071,12207.152326,14830.706801,27037.859127, 12981.32273,15530.571653,28511.894384,12407.967546,15048.869595,27456.837141,13111.146711,15692.655843,28803.802554,       12563,       15087,       27650,       13372,       16034,       29406,       13208,       15414,       28622,       13596,       15967,       29563,       13103,       15346,       28449,       12775,       15120,       27895,       12443,       14716,       27159,       12971,       15609,       28580,       10611,       12404,       23015,        9290,       10728,       20018,        8545,        9999,       18544
"  74",11743.149885,13924.474188,25667.624073,11940.635744,14593.300155,  26533.9359,11916.302265, 14716.55047,26632.852735,11791.474111,14538.162265,26329.636375,12623.251137,15335.932131,27959.183268,12008.944216,14804.486157,26813.430373,       12666,       15500,       28166,       12219,       14919,       27138,       13033,       15862,       28895,       12849,       15223,       28072,       13210,       15736,       28946,       12786,       15172,       27958,       12439,       15001,       27440,       12146,       14517,       26663,       12660,       15436,       28096,       10321,       12274,       22595,        9025,       10597,       19622
"  75",9992.7209708,12518.738321,22511.459291,11289.706296,14252.447559,25542.153855,11641.415365,14532.573762,26173.989127,11446.285368,14386.702656,25832.988024,11417.976822,14310.735342,25728.712164,12136.122406,15032.511867,27168.634273,       11653,       14566,       26219,       12246,       15312,       27558,       11855,       14710,       26565,       12611,       15633,       28244,       12459,       15035,       27494,       12838,       15558,       28396,       12349,       14973,       27322,       12093,       14793,       26886,       11823,       14359,       26182,       12333,       15232,       27565,       10015,       12093,       22108
"  76",8484.1517716,11550.244681,20034.396453,10603.188643,12800.778545,23403.967188,10985.367432,14141.863542,25127.230975,11097.744832,14172.962466,25270.707298,11040.910533,14165.690943,25206.601476,10961.909548, 14028.51958,24990.429128,       11647,       14735,       26382,       11263,       14311,       25574,       11847,       15124,       26971,       11470,       14478,       25948,       12188,       15380,       27568,       12018,       14819,       26837,       12404,       15345,       27749,       11980,       14793,       26773,       11729,       14576,       26305,       11438,       14141,       25579,       11952,       14959,       26911
"  77",6983.8812315,10364.025878,17347.907109,8780.3800093, 12025.01165,20805.391659,10219.952833,12698.171519,22918.124352,10491.279726,13767.613811,24258.893537, 10699.73118,13930.725596,24630.456776,10543.806968,13888.419311,24432.226279,       10460,       13713,       24173,       11172,       14446,       25618,       10858,       14022,       24880,       11432,       14848,       26280,       11058,       14199,       25257,       11767,       15077,       26844,       11649,       14585,       26234,       11935,       15062,       26997,       11545,       14538,       26083,       11331,       14318,       25649,       11077,       13900,       24977
"  78",6785.4027028, 10412.28464,17197.687343,7098.1612053,10148.263777,17246.424983,8385.5843815,11827.760894,20213.345275,9659.0430556,12339.744007,21998.787062,10058.571586, 13466.52255,23525.094136,10187.696006,13560.445021,23748.141027,       10026,       13576,       23602,       10062,       13425,       23487,       10687,       14148,       24835,       10374,       13704,       24078,       10951,       14479,       25430,       10570,       13901,       24471,       11235,       14707,       25942,       11184,       14311,       25495,       11479,       14770,       26249,       11142,       14264,       25406,       10894,       14065,       24959
"  79",6224.6260831,9463.5577339,15688.183817,6296.6794464, 10019.18147,16315.860917,6766.2066226,9944.7171782,16710.923801,7868.4155041,11444.178743,19312.594247,9186.4230456,12009.289342,21195.712388,9507.6005346,13077.270193,22584.870728,        9652,       13196,       22848,        9529,       13198,       22727,        9592,       13056,       22648,       10099,       13799,       23898,        9879,       13349,       23228,       10438,       14154,       24592,       10074,       13628,       23702,       10767,       14360,       25127,       10709,       14007,       24716,       10996,       14384,       25380,       10638,       13933,       24571
"  80",5983.0037708,9503.1307792, 15486.13455,5920.3929953,9262.3945839,15182.787579,6004.4935677,9771.3358526, 15775.82942,6315.4574767,9580.6625542,15896.120031,7416.9321633,11104.029898,18520.962061,8649.5563681,11561.028519,20210.584887,        8918,       12607,       21525,        9112,       12792,       21904,        8997,       12781,       21778,        9013,       12640,       21653,        9583,       13351,       22934,        9410,       12965,       22375,        9865,       13776,       23641,        9573,       13234,       22807,       10253,       14001,       24254,       10215,       13647,       23862,       10460,       14004,       24464
"  81",5516.7283035,9278.1927795,14794.921083,5570.0867358,8935.6995304,14505.786266,5613.7414134,9019.2517309,14632.993144,5576.4530462,9378.8003882,14955.253434,5922.6402015,9216.5351112,15139.175313,6911.2093392,10607.989954,17519.199293,        8047,       11151,       19198,        8301,       12139,       20440,        8561,       12350,       20911,        8458,       12351,       20809,        8448,       12141,       20589,        9028,       12870,       21898,        8841,       12576,       21417,        9334,       13350,       22684,        9037,       12876,       21913,        9700,       13566,       23266,        9679,       13238,       22917
"  82",5002.8506171,8687.1948751,13690.045492,5165.8359799,8760.5426774,13926.378657,5228.0137505,8675.9113961,13903.925147,5157.1760791,8586.7973088,13743.973388,5218.2945179,9037.4843674,14255.778885,5442.0505106, 8774.588878,14216.639389,        6388,       10129,       16517,        7444,       10677,       18121,        7724,       11609,       19333,        8007,       11828,       19835,        7887,       11801,       19688,        7880,       11661,       19541,        8432,       12419,       20851,        8326,       12091,       20417,        8772,       12903,       21675,        8504,       12429,       20933,        9116,       13095,       22211
"  83",4841.1111689,8370.4169575,13211.528126,4626.0684807,8234.1905329,12860.259014,4838.5686753,8424.0689831,13262.637658,4798.2662221,8196.1175721,12994.383794,4757.2608335,8182.1125353,12939.373369,4768.8021782, 8509.650582, 13278.45276,        5001,        8281,       13282,        5887,        9634,       15521,        6922,       10148,       17070,        7175,       11036,       18211,        7387,       11296,       18683,        7314,       11295,       18609,        7323,       11135,       18458,        7815,       11889,       19704,        7761,       11635,       19396,        8177,       12394,       20571,        7881,       11908,       19789
"  84",4220.0768793,7325.8183793,11545.895259,4335.6711638,7862.4032691,12198.074433,4299.5763356,7849.3459604,12148.922296,4437.8632814,7936.6996375,12374.562919,4450.2861458,7740.1751164,12190.461262,4320.7724843, 7622.380627,11943.153111,        4309,        7985,       12294,        4571,        7797,       12368,        5386,        9139,       14525,        6311,        9606,       15917,        6556,       10448,       17004,        6760,       10670,       17430,        6725,       10702,       17427,        6782,       10587,       17369,        7220,       11273,       18493,        7199,       11088,       18287,        7537,       11787,       19324
"  85",  3815.77701, 6540.372701,10356.149711,3845.1233971,7078.6364104,10923.759808,3963.7817851,7430.9813336,11394.763119,3877.3880309,7343.3105421,11220.698573,4074.1666189,7479.1543674,11553.320986,3958.7646626, 7128.444902,11087.209565,        3904,        7057,       10961,        3874,        7473,       11347,        4136,        7298,       11434,        4851,        8534,       13385,        5724,        9006,       14730,        5957,        9772,       15729,        6165,       10074,       16239,        6165,       10100,       16265,        6216,       10007,       16223,        6622,       10619,       17241,        6556,       10443,       16999
"  86",3402.6160939,5911.8123957,9314.4284896,3455.4231409,6212.2926257,9667.7157666,3515.7921709,6635.9989071,10151.791078,3571.3168313,6870.1026724,10441.419504,3507.9790008,6837.9625679,10345.941569,3558.7039692, 6848.329207,10407.033176,        3505,        6519,       10024,        3459,        6491,        9950,        3433,        6907,       10340,        3689,        6770,       10459,        4318,        7908,       12226,        5171,        8376,       13547,        5353,        9084,       14437,        5601,        9391,       14992,        5562,        9458,       15020,        5613,        9368,       14981,        5941,        9898,       15839
"  87",2864.7547339,5017.3054758,7882.0602097,3040.1134547,5526.2428058,8566.3562605,3090.3049422,5769.4267257,8859.7316679,3105.9131507,6085.5714918,9191.4846425,3167.9358581,6391.0038814,9558.9397395, 3039.605773, 6195.226367,  9234.83214,        3127,        6205,        9332,        3058,        5954,        9012,        3071,        5919,        8990,        3037,        6254,        9291,        3273,        6184,        9457,        3807,        7289,       11096,        4548,        7704,       12252,        4794,        8398,       13192,        5007,        8749,       13756,        4934,        8747,       13681,        5049,        8652,       13701
"  88",2348.5295216,4040.8942488,6389.4237704,2535.7625574,4717.6233366, 7253.385894,2691.6523355,5058.2426699,7749.8950054,2713.4489594, 5274.088914,7987.5378734,2740.8456518,5618.7049252, 8359.550577,2734.6063215, 5748.221225,8482.8275465,        2615,        5494,        8109,        2706,        5572,        8278,        2659,        5405,        8064,        2660,        5371,        8031,        2608,        5631,        8239,        2846,        5612,        8458,        3343,        6600,        9943,        3962,        7040,       11002,        4229,        7678,       11907,        4398,        8028,       12426,        4310,        7995,       12305
"  89",1911.8375832,3563.7985745,5475.6361577, 2151.564798,3848.0586646,5999.6234626,2225.0095719, 4288.514029,6513.5236009,2272.2228317,4533.6343723, 6805.857204,2389.6906506,4762.5160789,7152.2067295,2282.4607032, 4974.069536,7256.5302392,        2336,        5079,        7415,        2216,        4846,        7062,        2311,        5008,        7319,        2296,        4800,        7096,        2282,        4739,        7021,        2198,        5029,        7227,        2420,        5004,        7424,        2843,        5932,        8775,        3412,        6376,        9788,        3686,        6962,       10648,        3794,        7222,       11016
"  90",1583.6034668,2866.0025199,4449.6059867,1624.1826272,3103.4439714,4727.6265986,1830.0592002,3396.6685207,5226.7277209,1896.9300928,3831.3608298,5728.2909226,1977.5932911,4070.3553347,6047.9486258,1992.4281192, 4119.910134,6112.3382532,        1893,        4284,        6177,        1965,        4478,        6443,        1864,        4260,        6124,        1925,        4362,        6287,        1910,        4219,        6129,        1926,        4174,        6100,        1841,        4457,        6298,        2027,        4431,        6458,        2436,        5288,        7724,        2919,        5678,        8597,        3141,        6169,        9310
